Toothbrush ID,Village ID,Date,Number of Times Brushed,Total Time Brushed (s)
toothbrush10,village3,2023-01-05,1,66
toothbrush10,village3,2023-01-06,2,208
toothbrush10,village3,2023-01-07,0,0
toothbrush10,village3,2023-01-08,0,0
toothbrush10,village3,2023-01-09,1,38
toothbrush10,village3,2023-01-10,2,200
toothbrush10,village3,2023-01-11,0,0
toothbrush10,village3,2023-01-12,1,51
toothbrush10,village3,2023-01-13,0,0
toothbrush10,village3,2023-01-14,1,69
toothbrush10,village3,2023-01-15,0,0
toothbrush10,village3,2023-01-16,1,43
toothbrush10,village3,2023-01-17,0,0
toothbrush10,village3,2023-01-18,1,104
toothbrush10,village3,2023-01-19,0,0
toothbrush10,village3,2023-01-20,1,72
toothbrush10,village3,2023-01-21,0,0
toothbrush10,village3,2023-01-22,2,144
toothbrush10,village3,2023-01-23,0,0
toothbrush10,village3,2023-01-24,1,75
toothbrush10,village3,2023-01-25,2,189
toothbrush10,village3,2023-01-26,1,119
toothbrush10,village3,2023-01-27,0,0
toothbrush10,village3,2023-01-28,2,106
toothbrush10,village3,2023-01-29,2,128
toothbrush10,village3,2023-01-30,2,120
toothbrush10,village3,2023-01-31,2,145
toothbrush10,village3,2023-02-01,1,92
toothbrush10,village3,2023-02-02,0,0
toothbrush10,village3,2023-02-03,1,91
toothbrush10,village3,2023-02-04,0,0
toothbrush10,village3,2023-02-05,1,99
toothbrush10,village3,2023-02-06,2,214
toothbrush10,village3,2023-02-07,0,0
toothbrush10,village3,2023-02-08,1,97
toothbrush10,village3,2023-02-09,2,117
toothbrush10,village3,2023-02-10,0,0
toothbrush10,village3,2023-02-11,0,0
toothbrush10,village3,2023-02-12,0,0
toothbrush10,village3,2023-02-13,1,74
toothbrush10,village3,2023-02-14,1,46
toothbrush10,village3,2023-02-15,0,0
toothbrush10,village3,2023-02-16,0,0
toothbrush10,village3,2023-02-17,1,70
toothbrush10,village3,2023-02-18,1,88
toothbrush10,village3,2023-02-19,2,191
toothbrush10,village3,2023-02-20,1,71
toothbrush10,village3,2023-02-21,1,34
toothbrush10,village3,2023-02-22,2,96
toothbrush10,village3,2023-02-23,1,119
toothbrush10,village3,2023-02-24,2,165
toothbrush10,village3,2023-02-25,0,0
toothbrush10,village3,2023-02-26,0,0
toothbrush10,village3,2023-02-27,1,114
toothbrush10,village3,2023-02-28,1,85
toothbrush10,village3,2023-03-01,2,161
toothbrush10,village3,2023-03-02,1,83
toothbrush10,village3,2023-03-03,0,0
toothbrush10,village3,2023-03-04,0,0
toothbrush10,village3,2023-03-05,0,0
toothbrush10,village3,2023-03-06,1,54
toothbrush10,village3,2023-03-07,1,46
toothbrush10,village3,2023-03-08,1,101
toothbrush10,village3,2023-03-09,0,0
toothbrush10,village3,2023-03-10,0,0
toothbrush10,village3,2023-03-11,0,0
toothbrush10,village3,2023-03-12,2,147
toothbrush10,village3,2023-03-13,0,0
toothbrush10,village3,2023-03-14,0,0
toothbrush10,village3,2023-03-15,2,136
toothbrush10,village3,2023-03-16,0,0
toothbrush10,village3,2023-03-17,2,145
toothbrush10,village3,2023-03-18,1,115
toothbrush10,village3,2023-03-19,1,100
toothbrush10,village3,2023-03-20,0,0
toothbrush10,village3,2023-03-21,1,33
toothbrush10,village3,2023-03-22,1,101
toothbrush10,village3,2023-03-23,2,146
toothbrush10,village3,2023-03-24,2,188
toothbrush10,village3,2023-03-25,0,0
toothbrush10,village3,2023-03-26,0,0
toothbrush10,village3,2023-03-27,0,0
toothbrush10,village3,2023-03-28,2,201
toothbrush10,village3,2023-03-29,1,70
toothbrush10,village3,2023-03-30,0,0
toothbrush10,village3,2023-03-31,0,0
toothbrush10,village3,2023-04-01,2,84
toothbrush10,village3,2023-04-02,1,85
toothbrush10,village3,2023-04-03,1,101
toothbrush10,village3,2023-04-04,2,178
toothbrush10,village3,2023-04-05,2,121
toothbrush10,village3,2023-04-06,0,0
toothbrush10,village3,2023-04-07,0,0
toothbrush10,village3,2023-04-08,0,0
toothbrush10,village3,2023-04-09,0,0
toothbrush10,village3,2023-04-10,0,0
toothbrush10,village3,2023-04-11,0,0
toothbrush10,village3,2023-04-12,1,67
toothbrush10,village3,2023-04-13,1,107
toothbrush10,village3,2023-04-14,1,70
toothbrush10,village3,2023-04-15,2,177
toothbrush10,village3,2023-04-16,0,0
toothbrush10,village3,2023-04-17,1,95
toothbrush10,village3,2023-04-18,2,103
toothbrush10,village3,2023-04-19,1,34
toothbrush10,village3,2023-04-20,1,96
toothbrush10,village3,2023-04-21,1,100
toothbrush10,village3,2023-04-22,2,108
toothbrush10,village3,2023-04-23,0,0
toothbrush10,village3,2023-04-24,0,0
toothbrush10,village3,2023-04-25,0,0
toothbrush10,village3,2023-04-26,1,73
toothbrush10,village3,2023-04-27,1,55
toothbrush10,village3,2023-04-28,1,44
toothbrush10,village3,2023-04-29,0,0
toothbrush10,village3,2023-04-30,2,128
toothbrush10,village3,2023-05-01,1,52
toothbrush10,village3,2023-05-02,2,147
toothbrush10,village3,2023-05-03,2,153
toothbrush10,village3,2023-05-04,0,0
toothbrush10,village3,2023-05-05,1,51
toothbrush10,village3,2023-05-06,1,35
toothbrush10,village3,2023-05-07,1,72
toothbrush10,village3,2023-05-08,2,135
toothbrush10,village3,2023-05-09,1,34
toothbrush10,village3,2023-05-10,0,0
toothbrush10,village3,2023-05-11,1,36
toothbrush10,village3,2023-05-12,1,58
toothbrush10,village3,2023-05-13,2,148
toothbrush10,village3,2023-05-14,0,0
toothbrush10,village3,2023-05-15,0,0
toothbrush10,village3,2023-05-16,2,180
toothbrush10,village3,2023-05-17,0,0
toothbrush10,village3,2023-05-18,0,0
toothbrush10,village3,2023-05-19,2,71
toothbrush10,village3,2023-05-20,1,96
toothbrush10,village3,2023-05-21,2,154
toothbrush10,village3,2023-05-22,2,214
toothbrush10,village3,2023-05-23,0,0
toothbrush10,village3,2023-05-24,0,0
toothbrush10,village3,2023-05-25,0,0
toothbrush10,village3,2023-05-26,2,212
toothbrush10,village3,2023-05-27,2,181
toothbrush10,village3,2023-05-28,1,33
toothbrush10,village3,2023-05-29,1,87
toothbrush10,village3,2023-05-30,1,32
toothbrush10,village3,2023-05-31,2,121
toothbrush10,village3,2023-06-01,1,104
toothbrush10,village3,2023-06-02,0,0
toothbrush10,village3,2023-06-03,2,136
toothbrush10,village3,2023-06-04,2,152
toothbrush10,village3,2023-06-05,2,154
toothbrush10,village3,2023-06-06,0,0
toothbrush10,village3,2023-06-07,0,0
toothbrush10,village3,2023-06-08,0,0
toothbrush10,village3,2023-06-09,2,83
toothbrush10,village3,2023-06-10,1,54
toothbrush10,village3,2023-06-11,0,0
toothbrush10,village3,2023-06-12,0,0
toothbrush10,village3,2023-06-13,0,0
toothbrush10,village3,2023-06-14,1,77
toothbrush10,village3,2023-06-15,2,117
toothbrush10,village3,2023-06-16,1,113
toothbrush10,village3,2023-06-17,1,84
toothbrush10,village3,2023-06-18,1,106
toothbrush10,village3,2023-06-19,2,159
toothbrush10,village3,2023-06-20,0,0
toothbrush10,village3,2023-06-21,0,0
toothbrush10,village3,2023-06-22,0,0
toothbrush10,village3,2023-06-23,2,69
toothbrush10,village3,2023-06-24,0,0
toothbrush10,village3,2023-06-25,2,175
toothbrush10,village3,2023-06-26,1,47
toothbrush10,village3,2023-06-27,0,0
toothbrush10,village3,2023-06-28,2,158
toothbrush10,village3,2023-06-29,1,78
toothbrush11,village1,2023-01-01,0,0
toothbrush11,village1,2023-01-02,1,115
toothbrush11,village1,2023-01-03,1,91
toothbrush11,village1,2023-01-04,1,119
toothbrush11,village1,2023-01-05,2,127
toothbrush11,village1,2023-01-06,1,113
toothbrush11,village1,2023-01-07,1,102
toothbrush11,village1,2023-01-08,2,120
toothbrush11,village1,2023-01-09,2,172
toothbrush11,village1,2023-01-10,1,80
toothbrush11,village1,2023-01-11,2,180
toothbrush11,village1,2023-01-12,2,109
toothbrush11,village1,2023-01-13,2,94
toothbrush11,village1,2023-01-14,0,0
toothbrush11,village1,2023-01-15,2,139
toothbrush11,village1,2023-01-16,1,118
toothbrush11,village1,2023-01-17,0,0
toothbrush11,village1,2023-01-18,1,96
toothbrush11,village1,2023-01-19,0,0
toothbrush11,village1,2023-01-20,0,0
toothbrush11,village1,2023-01-21,1,30
toothbrush11,village1,2023-01-22,1,46
toothbrush11,village1,2023-01-23,1,77
toothbrush11,village1,2023-01-24,0,0
toothbrush11,village1,2023-01-25,2,222
toothbrush11,village1,2023-01-26,2,174
toothbrush11,village1,2023-01-27,2,106
toothbrush11,village1,2023-01-28,0,0
toothbrush11,village1,2023-01-29,0,0
toothbrush11,village1,2023-01-30,0,0
toothbrush11,village1,2023-01-31,2,147
toothbrush11,village1,2023-02-01,0,0
toothbrush11,village1,2023-02-02,1,46
toothbrush11,village1,2023-02-03,1,34
toothbrush11,village1,2023-02-04,2,118
toothbrush11,village1,2023-02-05,2,107
toothbrush11,village1,2023-02-06,1,108
toothbrush11,village1,2023-02-07,1,49
toothbrush11,village1,2023-02-08,2,145
toothbrush11,village1,2023-02-09,1,31
toothbrush11,village1,2023-02-10,0,0
toothbrush11,village1,2023-02-11,2,135
toothbrush11,village1,2023-02-12,2,156
toothbrush11,village1,2023-02-13,2,220
toothbrush11,village1,2023-02-14,1,84
toothbrush11,village1,2023-02-15,1,114
toothbrush11,village1,2023-02-16,0,0
toothbrush11,village1,2023-02-17,1,56
toothbrush11,village1,2023-02-18,1,99
toothbrush11,village1,2023-02-19,2,163
toothbrush11,village1,2023-02-20,1,45
toothbrush11,village1,2023-02-21,0,0
toothbrush11,village1,2023-02-22,0,0
toothbrush11,village1,2023-02-23,1,66
toothbrush11,village1,2023-02-24,2,137
toothbrush11,village1,2023-02-25,2,77
toothbrush11,village1,2023-02-26,2,161
toothbrush11,village1,2023-02-27,0,0
toothbrush11,village1,2023-02-28,2,116
toothbrush11,village1,2023-03-01,2,185
toothbrush11,village1,2023-03-02,0,0
toothbrush11,village1,2023-03-03,2,107
toothbrush11,village1,2023-03-04,0,0
toothbrush11,village1,2023-03-05,0,0
toothbrush11,village1,2023-03-06,2,163
toothbrush11,village1,2023-03-07,2,145
toothbrush11,village1,2023-03-08,1,104
toothbrush11,village1,2023-03-09,2,127
toothbrush11,village1,2023-03-10,2,141
toothbrush11,village1,2023-03-11,1,98
toothbrush11,village1,2023-03-12,2,166
toothbrush11,village1,2023-03-13,1,63
toothbrush11,village1,2023-03-14,1,61
toothbrush11,village1,2023-03-15,2,145
toothbrush11,village1,2023-03-16,0,0
toothbrush11,village1,2023-03-17,1,55
toothbrush11,village1,2023-03-18,2,97
toothbrush11,village1,2023-03-19,1,68
toothbrush11,village1,2023-03-20,1,59
toothbrush11,village1,2023-03-21,1,106
toothbrush11,village1,2023-03-22,1,99
toothbrush11,village1,2023-03-23,2,174
toothbrush11,village1,2023-03-24,0,0
toothbrush11,village1,2023-03-25,1,104
toothbrush11,village1,2023-03-26,1,70
toothbrush11,village1,2023-03-27,1,42
toothbrush11,village1,2023-03-28,0,0
toothbrush11,village1,2023-03-29,0,0
toothbrush11,village1,2023-03-30,2,190
toothbrush11,village1,2023-03-31,2,100
toothbrush11,village1,2023-04-01,2,147
toothbrush11,village1,2023-04-02,1,44
toothbrush11,village1,2023-04-03,0,0
toothbrush11,village1,2023-04-04,1,59
toothbrush11,village1,2023-04-05,0,0
toothbrush11,village1,2023-04-06,1,56
toothbrush11,village1,2023-04-07,1,92
toothbrush11,village1,2023-04-08,0,0
toothbrush11,village1,2023-04-09,2,149
toothbrush11,village1,2023-04-10,2,217
toothbrush11,village1,2023-04-11,0,0
toothbrush11,village1,2023-04-12,2,101
toothbrush11,village1,2023-04-13,2,174
toothbrush11,village1,2023-04-14,0,0
toothbrush11,village1,2023-04-15,1,47
toothbrush11,village1,2023-04-16,0,0
toothbrush11,village1,2023-04-17,2,180
toothbrush11,village1,2023-04-18,1,94
toothbrush11,village1,2023-04-19,0,0
toothbrush11,village1,2023-04-20,2,147
toothbrush11,village1,2023-04-21,1,80
toothbrush11,village1,2023-04-22,1,94
toothbrush11,village1,2023-04-23,2,91
toothbrush11,village1,2023-04-24,1,35
toothbrush11,village1,2023-04-25,0,0
toothbrush11,village1,2023-04-26,0,0
toothbrush11,village1,2023-04-27,2,148
toothbrush11,village1,2023-04-28,0,0
toothbrush11,village1,2023-04-29,0,0
toothbrush11,village1,2023-04-30,2,206
toothbrush11,village1,2023-05-01,1,36
toothbrush11,village1,2023-05-02,1,34
toothbrush11,village1,2023-05-03,2,104
toothbrush11,village1,2023-05-04,1,108
toothbrush11,village1,2023-05-05,2,124
toothbrush11,village1,2023-05-06,0,0
toothbrush11,village1,2023-05-07,0,0
toothbrush11,village1,2023-05-08,0,0
toothbrush11,village1,2023-05-09,1,50
toothbrush11,village1,2023-05-10,1,84
toothbrush11,village1,2023-05-11,2,99
toothbrush11,village1,2023-05-12,2,224
toothbrush11,village1,2023-05-13,0,0
toothbrush11,village1,2023-05-14,1,66
toothbrush11,village1,2023-05-15,2,149
toothbrush11,village1,2023-05-16,2,173
toothbrush11,village1,2023-05-17,0,0
toothbrush11,village1,2023-05-18,1,78
toothbrush11,village1,2023-05-19,2,115
toothbrush11,village1,2023-05-20,2,94
toothbrush11,village1,2023-05-21,2,86
toothbrush11,village1,2023-05-22,0,0
toothbrush11,village1,2023-05-23,1,37
toothbrush11,village1,2023-05-24,2,141
toothbrush11,village1,2023-05-25,0,0
toothbrush11,village1,2023-05-26,1,99
toothbrush11,village1,2023-05-27,0,0
toothbrush11,village1,2023-05-28,0,0
toothbrush11,village1,2023-05-29,1,118
toothbrush11,village1,2023-05-30,2,208
toothbrush11,village1,2023-05-31,1,103
toothbrush11,village1,2023-06-01,0,0
toothbrush11,village1,2023-06-02,1,113
toothbrush11,village1,2023-06-03,0,0
toothbrush11,village1,2023-06-04,0,0
toothbrush11,village1,2023-06-05,2,217
toothbrush11,village1,2023-06-06,0,0
toothbrush11,village1,2023-06-07,0,0
toothbrush11,village1,2023-06-08,0,0
toothbrush11,village1,2023-06-09,0,0
toothbrush11,village1,2023-06-10,2,145
toothbrush11,village1,2023-06-11,1,30
toothbrush11,village1,2023-06-12,0,0
toothbrush11,village1,2023-06-13,2,169
toothbrush11,village1,2023-06-14,2,178
toothbrush11,village1,2023-06-15,2,132
toothbrush11,village1,2023-06-16,0,0
toothbrush11,village1,2023-06-17,2,126
toothbrush11,village1,2023-06-18,1,84
toothbrush11,village1,2023-06-19,2,157
toothbrush11,village1,2023-06-20,1,94
toothbrush11,village1,2023-06-21,1,68
toothbrush11,village1,2023-06-22,1,55
toothbrush11,village1,2023-06-23,0,0
toothbrush11,village1,2023-06-24,1,49
toothbrush11,village1,2023-06-25,0,0
toothbrush11,village1,2023-06-26,2,183
toothbrush11,village1,2023-06-27,2,125
toothbrush11,village1,2023-06-28,2,110
toothbrush11,village1,2023-06-29,0,0
toothbrush12,village1,2023-01-01,1,102
toothbrush12,village1,2023-01-02,0,0
toothbrush12,village1,2023-01-03,0,0
toothbrush12,village1,2023-01-04,0,0
toothbrush12,village1,2023-01-05,1,46
toothbrush12,village1,2023-01-06,2,145
toothbrush12,village1,2023-01-07,2,108
toothbrush12,village1,2023-01-08,0,0
toothbrush12,village1,2023-01-09,0,0
toothbrush12,village1,2023-01-10,0,0
toothbrush12,village1,2023-01-11,1,46
toothbrush12,village1,2023-01-12,1,101
toothbrush12,village1,2023-01-13,2,134
toothbrush12,village1,2023-01-14,0,0
toothbrush12,village1,2023-01-15,2,149
toothbrush12,village1,2023-01-16,1,45
toothbrush12,village1,2023-01-17,2,125
toothbrush12,village1,2023-01-18,1,30
toothbrush12,village1,2023-01-19,2,127
toothbrush12,village1,2023-01-20,0,0
toothbrush12,village1,2023-01-21,1,56
toothbrush12,village1,2023-01-22,2,209
toothbrush12,village1,2023-01-23,2,162
toothbrush12,village1,2023-01-24,0,0
toothbrush12,village1,2023-01-25,1,104
toothbrush12,village1,2023-01-26,2,97
toothbrush12,village1,2023-01-27,2,137
toothbrush12,village1,2023-01-28,0,0
toothbrush12,village1,2023-01-29,1,64
toothbrush12,village1,2023-01-30,1,102
toothbrush12,village1,2023-01-31,2,149
toothbrush12,village1,2023-02-01,0,0
toothbrush12,village1,2023-02-02,1,108
toothbrush12,village1,2023-02-03,0,0
toothbrush12,village1,2023-02-04,0,0
toothbrush12,village1,2023-02-05,1,38
toothbrush12,village1,2023-02-06,0,0
toothbrush12,village1,2023-02-07,1,119
toothbrush12,village1,2023-02-08,0,0
toothbrush12,village1,2023-02-09,1,58
toothbrush12,village1,2023-02-10,1,113
toothbrush12,village1,2023-02-11,0,0
toothbrush12,village1,2023-02-12,0,0
toothbrush12,village1,2023-02-13,0,0
toothbrush12,village1,2023-02-14,0,0
toothbrush12,village1,2023-02-15,0,0
toothbrush12,village1,2023-02-16,0,0
toothbrush12,village1,2023-02-17,0,0
toothbrush12,village1,2023-02-18,2,206
toothbrush12,village1,2023-02-19,1,94
toothbrush12,village1,2023-02-20,2,202
toothbrush12,village1,2023-02-21,1,82
toothbrush12,village1,2023-02-22,2,135
toothbrush12,village1,2023-02-23,2,135
toothbrush12,village1,2023-02-24,0,0
toothbrush12,village1,2023-02-25,0,0
toothbrush12,village1,2023-02-26,2,144
toothbrush12,village1,2023-02-27,1,114
toothbrush12,village1,2023-02-28,0,0
toothbrush12,village1,2023-03-01,2,112
toothbrush12,village1,2023-03-02,0,0
toothbrush12,village1,2023-03-03,1,107
toothbrush12,village1,2023-03-04,0,0
toothbrush12,village1,2023-03-05,1,85
toothbrush12,village1,2023-03-06,2,153
toothbrush12,village1,2023-03-07,1,50
toothbrush12,village1,2023-03-08,1,79
toothbrush12,village1,2023-03-09,1,42
toothbrush12,village1,2023-03-10,0,0
toothbrush12,village1,2023-03-11,2,118
toothbrush12,village1,2023-03-12,2,172
toothbrush12,village1,2023-03-13,0,0
toothbrush12,village1,2023-03-14,0,0
toothbrush12,village1,2023-03-15,2,138
toothbrush12,village1,2023-03-16,1,110
toothbrush12,village1,2023-03-17,0,0
toothbrush12,village1,2023-03-18,2,182
toothbrush12,village1,2023-03-19,2,139
toothbrush12,village1,2023-03-20,1,91
toothbrush12,village1,2023-03-21,0,0
toothbrush12,village1,2023-03-22,1,99
toothbrush12,village1,2023-03-23,1,106
toothbrush12,village1,2023-03-24,0,0
toothbrush12,village1,2023-03-25,0,0
toothbrush12,village1,2023-03-26,0,0
toothbrush12,village1,2023-03-27,1,91
toothbrush12,village1,2023-03-28,1,101
toothbrush12,village1,2023-03-29,2,146
toothbrush12,village1,2023-03-30,1,30
toothbrush12,village1,2023-03-31,2,147
toothbrush12,village1,2023-04-01,2,132
toothbrush12,village1,2023-04-02,2,210
toothbrush12,village1,2023-04-03,2,154
toothbrush12,village1,2023-04-04,2,185
toothbrush12,village1,2023-04-05,2,146
toothbrush12,village1,2023-04-06,1,71
toothbrush12,village1,2023-04-07,2,141
toothbrush12,village1,2023-04-08,1,118
toothbrush12,village1,2023-04-09,0,0
toothbrush12,village1,2023-04-10,2,168
toothbrush12,village1,2023-04-11,1,37
toothbrush12,village1,2023-04-12,2,194
toothbrush12,village1,2023-04-13,1,91
toothbrush12,village1,2023-04-14,1,34
toothbrush12,village1,2023-04-15,1,56
toothbrush12,village1,2023-04-16,0,0
toothbrush12,village1,2023-04-17,2,73
toothbrush12,village1,2023-04-18,2,188
toothbrush12,village1,2023-04-19,1,59
toothbrush12,village1,2023-04-20,1,50
toothbrush12,village1,2023-04-21,0,0
toothbrush12,village1,2023-04-22,0,0
toothbrush12,village1,2023-04-23,0,0
toothbrush12,village1,2023-04-24,2,189
toothbrush12,village1,2023-04-25,1,114
toothbrush12,village1,2023-04-26,2,152
toothbrush12,village1,2023-04-27,2,120
toothbrush12,village1,2023-04-28,0,0
toothbrush12,village1,2023-04-29,2,148
toothbrush12,village1,2023-04-30,1,54
toothbrush12,village1,2023-05-01,1,80
toothbrush12,village1,2023-05-02,1,110
toothbrush12,village1,2023-05-03,1,41
toothbrush12,village1,2023-05-04,0,0
toothbrush12,village1,2023-05-05,2,151
toothbrush12,village1,2023-05-06,1,39
toothbrush12,village1,2023-05-07,2,180
toothbrush12,village1,2023-05-08,2,163
toothbrush12,village1,2023-05-09,1,95
toothbrush12,village1,2023-05-10,2,87
toothbrush12,village1,2023-05-11,1,92
toothbrush12,village1,2023-05-12,2,138
toothbrush12,village1,2023-05-13,0,0
toothbrush12,village1,2023-05-14,1,84
toothbrush12,village1,2023-05-15,2,153
toothbrush12,village1,2023-05-16,1,36
toothbrush12,village1,2023-05-17,2,100
toothbrush12,village1,2023-05-18,1,90
toothbrush12,village1,2023-05-19,1,42
toothbrush12,village1,2023-05-20,2,176
toothbrush12,village1,2023-05-21,0,0
toothbrush12,village1,2023-05-22,2,128
toothbrush12,village1,2023-05-23,2,165
toothbrush12,village1,2023-05-24,1,118
toothbrush12,village1,2023-05-25,2,151
toothbrush12,village1,2023-05-26,1,57
toothbrush12,village1,2023-05-27,2,129
toothbrush12,village1,2023-05-28,2,156
toothbrush12,village1,2023-05-29,0,0
toothbrush12,village1,2023-05-30,2,130
toothbrush12,village1,2023-05-31,0,0
toothbrush12,village1,2023-06-01,0,0
toothbrush12,village1,2023-06-02,2,206
toothbrush12,village1,2023-06-03,2,150
toothbrush12,village1,2023-06-04,1,75
toothbrush12,village1,2023-06-05,0,0
toothbrush12,village1,2023-06-06,2,110
toothbrush12,village1,2023-06-07,2,153
toothbrush12,village1,2023-06-08,1,47
toothbrush12,village1,2023-06-09,2,128
toothbrush12,village1,2023-06-10,1,71
toothbrush12,village1,2023-06-11,2,160
toothbrush12,village1,2023-06-12,2,113
toothbrush12,village1,2023-06-13,1,92
toothbrush12,village1,2023-06-14,1,105
toothbrush12,village1,2023-06-15,2,217
toothbrush12,village1,2023-06-16,0,0
toothbrush12,village1,2023-06-17,0,0
toothbrush12,village1,2023-06-18,2,149
toothbrush12,village1,2023-06-19,1,46
toothbrush12,village1,2023-06-20,2,143
toothbrush12,village1,2023-06-21,1,115
toothbrush12,village1,2023-06-22,0,0
toothbrush12,village1,2023-06-23,1,62
toothbrush12,village1,2023-06-24,1,81
toothbrush12,village1,2023-06-25,1,74
toothbrush12,village1,2023-06-26,0,0
toothbrush12,village1,2023-06-27,0,0
toothbrush12,village1,2023-06-28,2,195
toothbrush12,village1,2023-06-29,1,94
toothbrush13,village4,2023-01-01,2,198
toothbrush13,village4,2023-01-02,0,0
toothbrush13,village4,2023-01-03,0,0
toothbrush13,village4,2023-01-04,2,174
toothbrush13,village4,2023-01-05,0,0
toothbrush13,village4,2023-01-06,2,176
toothbrush13,village4,2023-01-07,1,94
toothbrush13,village4,2023-01-08,1,94
toothbrush13,village4,2023-01-09,0,0
toothbrush13,village4,2023-01-10,2,153
toothbrush13,village4,2023-01-11,1,30
toothbrush13,village4,2023-01-12,2,181
toothbrush13,village4,2023-01-13,2,94
toothbrush13,village4,2023-01-14,1,63
toothbrush13,village4,2023-01-15,1,119
toothbrush13,village4,2023-01-16,1,66
toothbrush13,village4,2023-01-17,1,84
toothbrush13,village4,2023-01-18,1,107
toothbrush13,village4,2023-01-19,1,99
toothbrush13,village4,2023-01-20,0,0
toothbrush13,village4,2023-01-21,2,81
toothbrush13,village4,2023-01-22,0,0
toothbrush13,village4,2023-01-23,0,0
toothbrush13,village4,2023-01-24,2,96
toothbrush13,village4,2023-01-25,1,87
toothbrush13,village4,2023-01-26,0,0
toothbrush13,village4,2023-01-27,1,95
toothbrush13,village4,2023-01-28,0,0
toothbrush13,village4,2023-01-29,0,0
toothbrush13,village4,2023-01-30,2,169
toothbrush13,village4,2023-01-31,0,0
toothbrush13,village4,2023-02-01,2,159
toothbrush13,village4,2023-02-02,2,181
toothbrush13,village4,2023-02-03,0,0
toothbrush13,village4,2023-02-04,0,0
toothbrush13,village4,2023-02-05,0,0
toothbrush13,village4,2023-02-06,0,0
toothbrush13,village4,2023-02-07,2,130
toothbrush13,village4,2023-02-08,0,0
toothbrush13,village4,2023-02-09,1,65
toothbrush13,village4,2023-02-10,0,0
toothbrush13,village4,2023-02-11,1,118
toothbrush13,village4,2023-02-12,2,219
toothbrush13,village4,2023-02-13,2,184
toothbrush13,village4,2023-02-14,2,140
toothbrush13,village4,2023-02-15,2,179
toothbrush13,village4,2023-02-16,1,55
toothbrush13,village4,2023-02-17,2,176
toothbrush13,village4,2023-02-18,0,0
toothbrush13,village4,2023-02-19,2,185
toothbrush13,village4,2023-02-20,1,33
toothbrush13,village4,2023-02-21,2,145
toothbrush13,village4,2023-02-22,0,0
toothbrush13,village4,2023-02-23,1,71
toothbrush13,village4,2023-02-24,0,0
toothbrush13,village4,2023-02-25,1,109
toothbrush13,village4,2023-02-26,2,119
toothbrush13,village4,2023-02-27,0,0
toothbrush13,village4,2023-02-28,0,0
toothbrush13,village4,2023-03-01,0,0
toothbrush13,village4,2023-03-02,0,0
toothbrush13,village4,2023-03-03,0,0
toothbrush13,village4,2023-03-04,1,48
toothbrush13,village4,2023-03-05,2,193
toothbrush13,village4,2023-03-06,2,115
toothbrush13,village4,2023-03-07,1,86
toothbrush13,village4,2023-03-08,1,68
toothbrush13,village4,2023-03-09,1,97
toothbrush13,village4,2023-03-10,0,0
toothbrush13,village4,2023-03-11,0,0
toothbrush13,village4,2023-03-12,2,172
toothbrush13,village4,2023-03-13,2,208
toothbrush13,village4,2023-03-14,1,85
toothbrush13,village4,2023-03-15,1,113
toothbrush13,village4,2023-03-16,1,89
toothbrush13,village4,2023-03-17,0,0
toothbrush13,village4,2023-03-18,2,157
toothbrush13,village4,2023-03-19,2,120
toothbrush13,village4,2023-03-20,2,148
toothbrush13,village4,2023-03-21,1,88
toothbrush13,village4,2023-03-22,2,130
toothbrush13,village4,2023-03-23,2,121
toothbrush13,village4,2023-03-24,2,180
toothbrush13,village4,2023-03-25,0,0
toothbrush13,village4,2023-03-26,2,92
toothbrush13,village4,2023-03-27,2,139
toothbrush13,village4,2023-03-28,1,61
toothbrush13,village4,2023-03-29,1,54
toothbrush13,village4,2023-03-30,2,166
toothbrush13,village4,2023-03-31,1,31
toothbrush13,village4,2023-04-01,1,38
toothbrush13,village4,2023-04-02,2,194
toothbrush13,village4,2023-04-03,1,116
toothbrush13,village4,2023-04-04,2,161
toothbrush13,village4,2023-04-05,2,202
toothbrush13,village4,2023-04-06,1,45
toothbrush13,village4,2023-04-07,1,83
toothbrush13,village4,2023-04-08,1,48
toothbrush13,village4,2023-04-09,2,159
toothbrush13,village4,2023-04-10,1,49
toothbrush13,village4,2023-04-11,1,114
toothbrush13,village4,2023-04-12,2,168
toothbrush13,village4,2023-04-13,2,82
toothbrush13,village4,2023-04-14,0,0
toothbrush13,village4,2023-04-15,1,82
toothbrush13,village4,2023-04-16,2,235
toothbrush13,village4,2023-04-17,1,97
toothbrush13,village4,2023-04-18,1,80
toothbrush13,village4,2023-04-19,2,72
toothbrush13,village4,2023-04-20,1,43
toothbrush13,village4,2023-04-21,2,179
toothbrush13,village4,2023-04-22,2,200
toothbrush13,village4,2023-04-23,0,0
toothbrush13,village4,2023-04-24,2,144
toothbrush13,village4,2023-04-25,1,63
toothbrush13,village4,2023-04-26,1,104
toothbrush13,village4,2023-04-27,2,83
toothbrush13,village4,2023-04-28,0,0
toothbrush13,village4,2023-04-29,1,93
toothbrush13,village4,2023-04-30,2,133
toothbrush13,village4,2023-05-01,0,0
toothbrush13,village4,2023-05-02,0,0
toothbrush13,village4,2023-05-03,2,168
toothbrush13,village4,2023-05-04,1,46
toothbrush13,village4,2023-05-05,0,0
toothbrush13,village4,2023-05-06,0,0
toothbrush13,village4,2023-05-07,2,128
toothbrush13,village4,2023-05-08,1,93
